test_case,seed,model,angle_deg,target_cos,hit_rank,hit_name,hit_sim,hit_is_target
chocolate + high water,chocolate,cooc,30,0.866025,4,vanilla,0.343500,False
chocolate + high water,chocolate,cooc,30,0.866025,5,brandy,0.312600,False
chocolate + high water,chocolate,cooc,60,0.500000,1,enoki_mushroom,0.383600,True
chocolate + high water,chocolate,cooc,60,0.500000,2,pea_shoot,0.314300,False
chocolate + high water,chocolate,cooc,60,0.500000,3,perilla,0.307200,False
chocolate + high water,chocolate,cooc,60,0.500000,4,sea_bass,0.306200,False
chocolate + high water,chocolate,cooc,60,0.500000,5,crab_stick,0.302200,False
chocolate + high water,chocolate,core,0,1.000000,1,cocoa_powder,0.848400,False
chocolate + high water,chocolate,core,0,1.000000,2,toffee,0.787500,False
chocolate + high water,chocolate,core,0,1.000000,3,frosting,0.768200,False
chocolate + high water,chocolate,core,0,1.000000,4,fudge,0.736700,False
chocolate + high water,chocolate,core,0,1.000000,5,cream,0.732200,False
chocolate + high water,chocolate,core,30,0.866025,1,cocoa_powder,0.724000,False
chocolate + high water,chocolate,core,30,0.866025,2,cream,0.691600,False
chocolate + high water,chocolate,core,30,0.866025,3,toffee,0.670100,False
chocolate + high water,chocolate,core,30,0.866025,4,ice_cream,0.665500,False
chocolate + high water,chocolate,core,30,0.866025,5,gelatin,0.657200,False
chocolate + high water,chocolate,core,60,0.500000,1,oyster_mushroom,0.652400,True
chocolate + high water,chocolate,core,60,0.500000,2,scallion,0.646100,True
chocolate + high water,chocolate,core,60,0.500000,3,bok_choy,0.632800,True
chocolate + high water,chocolate,core,60,0.500000,4,garland_chrysanthemum,0.631800,True
chocolate + high water,chocolate,core,60,0.500000,5,kombu,0.622600,True
chocolate + high water,chocolate,chem,0,1.000000,1,toffee,0.685700,False
chocolate + high water,chocolate,chem,0,1.000000,2,cocoa_powder,0.676200,False
chocolate + high water,chocolate,chem,0,1.000000,3,frosting,0.672800,False
chocolate + high water,chocolate,chem,0,1.000000,4,cream,0.651100,False
chocolate + high water,chocolate,chem,0,1.000000,5,marshmallow,0.637200,False
chocolate + high water,chocolate,chem,30,0.866025,1,cream,0.577700,False
chocolate + high water,chocolate,chem,30,0.866025,2,ice_cream,0.565900,False
chocolate + high water,chocolate,chem,30,0.866025,3,toffee,0.555200,False
chocolate + high water,chocolate,chem,30,0.866025,4,cocoa_powder,0.550600,False
chocolate + high water,chocolate,chem,30,0.866025,5,frosting,0.537900,False
chocolate + high water,chocolate,chem,60,0.500000,1,oyster_mushroom,0.408800,True
chocolate + high water,chocolate,chem,60,0.500000,2,scallion,0.380700,True
chocolate + high water,chocolate,chem,60,0.500000,3,bok_choy,0.378500,True
chocolate + high water,chocolate,chem,60,0.500000,4,garland_chrysanthemum,0.378300,True
chocolate + high water,chocolate,chem,60,0.500000,5,ice_cream,0.359700,False
rice + high fiber,rice,cooc,0,1.000000,1,carrot,0.335000,True
rice + high fiber,rice,cooc,0,1.000000,2,okra,0.331600,True
rice + high fiber,rice,cooc,0,1.000000,3,vegetable_oil,0.325700,False
rice + high fiber,rice,cooc,0,1.000000,4,pea,0.311700,True
rice + high fiber,rice,cooc,0,1.000000,5,dashi,0.307500,False
rice + high fiber,rice,cooc,30,0.866025,1,millet,0.368100,True
rice + high fiber,rice,cooc,30,0.866025,2,carrot,0.365600,True
rice + high fiber,rice,cooc,30,0.866025,3,chickpea,0.348200,True
rice + high fiber,rice,cooc,30,0.866025,4,okra,0.346300,True
rice + high fiber,rice,cooc,30,0.866025,5,pea,0.344200,True
rice + high fiber,rice,cooc,60,0.500000,1,chickpea,0.354300,True
rice + high fiber,rice,cooc,60,0.500000,2,millet,0.351400,True
rice + high fiber,rice,cooc,60,0.500000,3,mung_bean,0.316100,True
rice + high fiber,rice,cooc,60,0.500000,4,lentil,0.315500,True
rice + high fiber,rice,cooc,60,0.500000,5,peanut,0.307100,True
rice + high fiber,rice,core,0,1.000000,1,shiitake_mushroom,0.595900,True
rice + high fiber,rice,core,0,1.000000,2,nori,0.594300,False
rice + high fiber,rice,core,0,1.000000,3,bok_choy,0.583900,False
rice + high fiber,rice,core,0,1.000000,4,sesame_seed,0.571800,True
rice + high fiber,rice,core,0,1.000000,5,pea,0.571300,True
rice + high fiber,rice,core,30,0.866025,1,millet,0.592700,True
rice + high fiber,rice,core,30,0.866025,2,bok_choy,0.589500,False
rice + high fiber,rice,core,30,0.866025,3,nori,0.582100,False
rice + high fiber,rice,core,30,0.866025,4,sesame_seed,0.576300,True
rice + high fiber,rice,core,30,0.866025,5,mung_bean,0.575200,True
rice + high fiber,rice,core,60,0.500000,1,cashew,0.499900,True
rice + high fiber,rice,core,60,0.500000,2,millet,0.498200,True
rice + high fiber,rice,core,60,0.500000,3,ajwain,0.489500,False
rice + high fiber,rice,core,60,0.500000,4,mung_bean,0.483300,True
rice + high fiber,rice,core,60,0.500000,5,chickpea,0.478200,True
rice + high fiber,rice,chem,0,1.000000,1,caviar,0.310000,False
rice + high fiber,rice,chem,0,1.000000,2,nori,0.300600,False
rice + high fiber,rice,chem,0,1.000000,3,wheat,0.296900,True
rice + high fiber,rice,chem,0,1.000000,4,millet,0.296600,True
rice + high fiber,rice,chem,0,1.000000,5,puzi_leaf,0.291900,False
rice + high fiber,rice,chem,30,0.866025,1,millet,0.435300,True
rice + high fiber,rice,chem,30,0.866025,2,quinoa,0.414800,True
rice + high fiber,rice,chem,30,0.866025,3,nori,0.392600,False
rice + high fiber,rice,chem,30,0.866025,4,chickpea,0.384200,True
rice + high fiber,rice,chem,30,0.866025,5,wheat,0.383900,True
rice + high fiber,rice,chem,60,0.500000,1,quinoa,0.458200,True
rice + high fiber,rice,chem,60,0.500000,2,millet,0.457300,True
rice + high fiber,rice,chem,60,0.500000,3,chickpea,0.453700,True
rice + high fiber,rice,chem,60,0.500000,4,cashew,0.437100,True
rice + high fiber,rice,chem,60,0.500000,5,mung_bean,0.420100,True
chicken + high fiber,chicken,cooc,0,1.000000,1,garlic,0.393400,True
chicken + high fiber,chicken,cooc,0,1.000000,2,onion,0.366200,False
chicken + high fiber,chicken,cooc,0,1.000000,3,black_pepper,0.358100,True
chicken + high fiber,chicken,cooc,0,1.000000,4,turkey,0.348000,False
chicken + high fiber,chicken,cooc,0,1.000000,5,carrot,0.342500,True
chicken + high fiber,chicken,cooc,30,0.866025,1,garlic,0.401900,True
chicken + high fiber,chicken,cooc,30,0.866025,2,coriander,0.385700,True
chicken + high fiber,chicken,cooc,30,0.866025,3,carrot,0.382900,True
chicken + high fiber,chicken,cooc,30,0.866025,4,onion,0.362000,False
chicken + high fiber,chicken,cooc,30,0.866025,5,brown_rice,0.352900,True
chicken + high fiber,chicken,cooc,60,0.500000,1,chickpea,0.346100,True
chicken + high fiber,chicken,cooc,60,0.500000,2,coriander,0.339500,True
chicken + high fiber,chicken,cooc,60,0.500000,3,lentil,0.333600,True
chicken + high fiber,chicken,cooc,60,0.500000,4,brown_rice,0.329700,True
chicken + high fiber,chicken,cooc,60,0.500000,5,carrot,0.320700,True
chicken + high fiber,chicken,core,0,1.000000,1,pork,0.580800,False
chicken + high fiber,chicken,core,0,1.000000,2,beef,0.571200,False
chicken + high fiber,chicken,core,0,1.000000,3,chicken_broth,0.549900,False
chicken + high fiber,chicken,core,0,1.000000,4,peanut,0.523300,True
chicken + high fiber,chicken,core,0,1.000000,5,cream_of_chicken_soup,0.521700,False
chicken + high fiber,chicken,core,30,0.866025,1,peanut,0.598800,True
chicken + high fiber,chicken,core,30,0.866025,2,water_chestnut,0.563700,True
chicken + high fiber,chicken,core,30,0.866025,3,cumin,0.561300,True
chicken + high fiber,chicken,core,30,0.866025,4,coriander,0.559700,True
chicken + high fiber,chicken,core,30,0.866025,5,pork,0.549800,False
chicken + high fiber,chicken,core,60,0.500000,1,peanut,0.513700,True
chicken + high fiber,chicken,core,60,0.500000,2,cashew,0.513000,True
chicken + high fiber,chicken,core,60,0.500000,3,cumin,0.512600,True
chicken + high fiber,chicken,core,60,0.500000,4,ajwain,0.501200,False
chicken + high fiber,chicken,core,60,0.500000,5,chickpea,0.496500,True
chicken + high fiber,chicken,chem,0,1.000000,1,beef,0.405100,False
chicken + high fiber,chicken,chem,0,1.000000,2,pork,0.339700,False
chicken + high fiber,chicken,chem,0,1.000000,3,cream_of_chicken_soup,0.310700,False
chicken + high fiber,chicken,chem,0,1.000000,4,buffalo_wing_sauce,0.288200,False
chicken + high fiber,chicken,chem,0,1.000000,5,peanut,0.282100,True
chicken + high fiber,chicken,chem,30,0.866025,1,butternut_squash,0.347800,False
chicken + high fiber,chicken,chem,30,0.866025,2,beef,0.339500,False
chicken + high fiber,chicken,chem,30,0.866025,3,quinoa,0.338900,True
chicken + high fiber,chicken,chem,30,0.866025,4,cashew,0.335900,True
chicken + high fiber,chicken,chem,30,0.866025,5,peanut,0.320500,True
chicken + high fiber,chicken,chem,60,0.500000,1,cashew,0.429500,True
chicken + high fiber,chicken,chem,60,0.500000,2,quinoa,0.427200,True
chicken + high fiber,chicken,chem,60,0.500000,3,chickpea,0.425600,True
chicken + high fiber,chicken,chem,60,0.500000,4,butternut_squash,0.407400,False
chicken + high fiber,chicken,chem,60,0.500000,5,millet,0.377600,True
cream + high sugars,cream,cooc,0,1.000000,1,butter,0.462300,False
cream + high sugars,cream,cooc,0,1.000000,2,egg_yolk,0.403100,False
cream + high sugars,cream,cooc,0,1.000000,3,gelatin,0.386000,False
cream + high sugars,cream,cooc,0,1.000000,4,ice_cream,0.374700,True
cream + high sugars,cream,cooc,0,1.000000,5,brandy,0.374100,False
cream + high sugars,cream,cooc,30,0.866025,1,ice_cream,0.492000,True
cream + high sugars,cream,cooc,30,0.866025,2,strawberry,0.479000,True
cream + high sugars,cream,cooc,30,0.866025,3,cookie,0.477100,True
cream + high sugars,cream,cooc,30,0.866025,4,white_chocolate,0.476900,True
cream + high sugars,cream,cooc,30,0.866025,5,vanilla,0.456100,True
cream + high sugars,cream,cooc,60,0.500000,1,white_chocolate,0.482300,True
cream + high sugars,cream,cooc,60,0.500000,2,ice_cream,0.477400,True
cream + high sugars,cream,cooc,60,0.500000,3,strawberry,0.472000,True
cream + high sugars,cream,cooc,60,0.500000,4,cookie,0.461400,True
cream + high sugars,cream,cooc,60,0.500000,5,vanilla,0.453700,True
cream + high sugars,cream,core,0,1.000000,1,gelatin,0.778100,False
cream + high sugars,cream,core,0,1.000000,2,chocolate,0.732200,True
cream + high sugars,cream,core,0,1.000000,3,sugar,0.709700,True
cream + high sugars,cream,core,0,1.000000,4,cocoa_powder,0.702400,False
cream + high sugars,cream,core,0,1.000000,5,ice_cream,0.692700,True
cream + high sugars,cream,core,30,0.866025,1,chocolate,0.739700,True
cream + high sugars,cream,core,30,0.866025,2,gelatin,0.718300,False
cream + high sugars,cream,core,30,0.866025,3,ice_cream,0.693500,True
cream + high sugars,cream,core,30,0.866025,4,cocoa_powder,0.672300,False
cream + high sugars,cream,core,30,0.866025,5,cookie,0.665200,True
cream + high sugars,cream,core,60,0.500000,1,white_chocolate,0.577100,True
cream + high sugars,cream,core,60,0.500000,2,cookie,0.563400,True
cream + high sugars,cream,core,60,0.500000,3,coffee_liqueur,0.524100,True
cream + high sugars,cream,core,60,0.500000,4,graham_cracker,0.510600,True
cream + high sugars,cream,core,60,0.500000,5,ice_cream,0.508400,True
cream + high sugars,cream,chem,0,1.000000,1,gelatin,0.683000,False
cream + high sugars,cream,chem,0,1.000000,2,chocolate,0.651100,True
cream + high sugars,cream,chem,0,1.000000,3,meringue,0.628000,False
cream + high sugars,cream,chem,0,1.000000,4,ice_cream,0.620800,True
cream + high sugars,cream,chem,0,1.000000,5,cocoa_powder,0.578600,False
cream + high sugars,cream,chem,30,0.866025,1,chocolate,0.648600,True
cream + high sugars,cream,chem,30,0.866025,2,gelatin,0.639500,False
cream + high sugars,cream,chem,30,0.866025,3,ice_cream,0.629000,True
cream + high sugars,cream,chem,30,0.866025,4,toffee,0.595500,True
cream + high sugars,cream,chem,30,0.866025,5,meringue,0.578700,False
cream + high sugars,cream,chem,60,0.500000,1,toffee,0.474000,True
cream + high sugars,cream,chem,60,0.500000,2,chocolate,0.472200,True
cream + high sugars,cream,chem,60,0.500000,3,ice_cream,0.468600,True
cream + high sugars,cream,chem,60,0.500000,4,fudge,0.440800,True
cream + high sugars,cream,chem,60,0.500000,5,pudding,0.432100,True
egg + high sugars,egg,cooc,0,1.000000,1,flour,0.441500,False
egg + high sugars,egg,cooc,0,1.000000,2,milk,0.376200,True
egg + high sugars,egg,cooc,0,1.000000,3,baking_powder,0.367100,False
egg + high sugars,egg,cooc,0,1.000000,4,vanilla,0.331200,True
egg + high sugars,egg,cooc,0,1.000000,5,chocolate,0.312100,True
egg + high sugars,egg,cooc,30,0.866025,1,vanilla,0.469500,True
egg + high sugars,egg,cooc,30,0.866025,2,ganache,0.455600,False
egg + high sugars,egg,cooc,30,0.866025,3,condensed_milk,0.450500,True
egg + high sugars,egg,cooc,30,0.866025,4,baking_powder,0.443000,False
egg + high sugars,egg,cooc,30,0.866025,5,cocoa_powder,0.436900,False
egg + high sugars,egg,cooc,60,0.500000,1,ganache,0.484700,False
egg + high sugars,egg,cooc,60,0.500000,2,vanilla,0.482000,True
egg + high sugars,egg,cooc,60,0.500000,3,fudge,0.474400,True
egg + high sugars,egg,cooc,60,0.500000,4,sprinkles,0.458100,False
egg + high sugars,egg,cooc,60,0.500000,5,condensed_milk,0.456800,True
egg + high sugars,egg,core,0,1.000000,1,flour,0.736400,False
egg + high sugars,egg,core,0,1.000000,2,baking_powder,0.716000,False
egg + high sugars,egg,core,0,1.000000,3,sugar,0.610300,True
egg + high sugars,egg,core,0,1.000000,4,vegetable_oil,0.569300,False
egg + high sugars,egg,core,0,1.000000,5,yeast,0.569200,False
egg + high sugars,egg,core,30,0.866025,1,baking_powder,0.704300,False
egg + high sugars,egg,core,30,0.866025,2,vanilla,0.653100,True
egg + high sugars,egg,core,30,0.866025,3,flour,0.609900,False
egg + high sugars,egg,core,30,0.866025,4,milk_chocolate,0.605800,True
egg + high sugars,egg,core,30,0.866025,5,cookie,0.567900,True
egg + high sugars,egg,core,60,0.500000,1,vanilla,0.568700,True
egg + high sugars,egg,core,60,0.500000,2,white_chocolate,0.538900,True
egg + high sugars,egg,core,60,0.500000,3,graham_cracker,0.527300,True
egg + high sugars,egg,core,60,0.500000,4,cookie,0.519500,True
egg + high sugars,egg,core,60,0.500000,5,pecan,0.505000,False
egg + high sugars,egg,chem,0,1.000000,1,baking_powder,0.617200,False
egg + high sugars,egg,chem,0,1.000000,2,brown_sugar,0.441400,True
egg + high sugars,egg,chem,0,1.000000,3,vegetable_oil,0.417500,False
egg + high sugars,egg,chem,0,1.000000,4,graham_flour,0.407900,False
egg + high sugars,egg,chem,0,1.000000,5,club_soda,0.381500,False
egg + high sugars,egg,chem,30,0.866025,1,baking_powder,0.597000,False
egg + high sugars,egg,chem,30,0.866025,2,brown_sugar,0.483200,True
egg + high sugars,egg,chem,30,0.866025,3,milk_chocolate,0.453300,True
egg + high sugars,egg,chem,30,0.866025,4,pumpkin_pie_spice,0.443500,True
egg + high sugars,egg,chem,30,0.866025,5,corn_syrup,0.420600,True
egg + high sugars,egg,chem,60,0.500000,1,whipped_topping,0.438100,True
egg + high sugars,egg,chem,60,0.500000,2,milk_chocolate,0.434200,True
egg + high sugars,egg,chem,60,0.500000,3,sprinkles,0.418300,False
egg + high sugars,egg,chem,60,0.500000,4,baking_powder,0.416900,False
egg + high sugars,egg,chem,60,0.500000,5,caramel,0.416400,True
